"production_month","production_month_label","month_index","lot_id","die_id","die_label","die_index","lot_category","wafer_id","wafer_x","wafer_y","pattern_id","pattern_name","stil_name","test_id","test_name","parameter","measurement_value","unit","pass_fail_pattern","stdf_record_tag","die_status","soft_bin","hard_bin","tester_id","site_id","production_sequence","generation_seed","generator_version","dataset_version","population_version"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_IR_DROP_MV","IR_DROP_MV","ir_drop",28.044841019945963,"mV","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_THERMAL_C","THERMAL_C","thermal",60.37705861939785,"°C","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",37.52965509563118,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",21.891393667422093,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.1821755659363782,"ms","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_IR_DROP_MV","IR_DROP_MV","ir_drop",27.013826241638373,"mV","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_THERMAL_C","THERMAL_C","thermal",61.912855247438216,"°C","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",38.27800771120295,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",21.07071851415761,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.1016689815594654,"ms","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_IR_DROP_MV","IR_DROP_MV","ir_drop",29.2522022313598,"mV","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_THERMAL_C","THERMAL_C","thermal",59.92886137458744,"°C","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",42.20588130363174,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",24.181346649431514,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.1540975361149852,"ms","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_IR_DROP_MV","IR_DROP_MV","ir_drop",27.84417107032446,"mV","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_THERMAL_C","THERMAL_C","thermal",58.1538817110888,"°C","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",36.22149683686769,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",23.13635414784963,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.1415574308271357,"ms","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-02","February 2026",2,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,5,"P5","Pattern:4","T_IR_DROP_MV","IR_DROP_MV","ir_drop",26.470704634676697,"mV","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
