"production_month","production_month_label","month_index","lot_id","die_id","die_label","die_index","lot_category","wafer_id","wafer_x","wafer_y","pattern_id","pattern_name","stil_name","test_id","test_name","parameter","measurement_value","unit","pass_fail_pattern","stdf_record_tag","die_status","soft_bin","hard_bin","tester_id","site_id","production_sequence","generation_seed","generator_version","dataset_version","population_version"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_IR_DROP_MV","IR_DROP_MV","ir_drop",23.3137547665421,"mV","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_THERMAL_C","THERMAL_C","thermal",53.7830363379435,"°C","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",37.40609352235074,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",26.711866264319184,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,1,"P1","Pattern:0","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.139279680436308,"ms","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_IR_DROP_MV","IR_DROP_MV","ir_drop",24.134783004938328,"mV","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_THERMAL_C","THERMAL_C","thermal",55.74133730325656,"°C","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",39.29882416032112,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",23.13167107556255,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,2,"P2","Pattern:1","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.2020725136879458,"ms","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_IR_DROP_MV","IR_DROP_MV","ir_drop",22.71855236118884,"mV","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_THERMAL_C","THERMAL_C","thermal",54.00091077285802,"°C","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",40.3200102643669,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",24.105366241068847,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,3,"P3","Pattern:2","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.1384621203560297,"ms","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_IR_DROP_MV","IR_DROP_MV","ir_drop",25.620592130604365,"mV","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_THERMAL_C","THERMAL_C","thermal",55.95066877581941,"°C","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",37.52009774504082,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_HOLD_SLACK_PS","HOLD_SLACK_PS","hold_slack",24.97283995812207,"ps","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,4,"P4","Pattern:3","T_TEST_TIME_MS","TEST_TIME_MS","test_time",1.1215730457290556,"ms","FAIL","FTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,5,"P5","Pattern:4","T_IR_DROP_MV","IR_DROP_MV","ir_drop",22.008395081666105,"mV","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,5,"P5","Pattern:4","T_THERMAL_C","THERMAL_C","thermal",54.644896953855216,"°C","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
"2026-01","January 2026",1,"DTL_NORM_001","DTL_NORM_001_D001","die_001",1,"NORMAL","DTL_NORM_001_W01",47.3053181168341,172.75582807638756,5,"P5","Pattern:4","T_SETUP_SLACK_PS","SETUP_SLACK_PS","setup_slack",43.84876504422171,"ps","PASS","PTR","FAIL",2,2,"TESTER_A",1,1,20260115,"temporal_actual_die_v1.0.0","DTL_TEMPORAL_ACTUAL_DIE_V1","DTL_TEMPORAL_POPULATION_V1"
